Tarih,Maks_Sicaklik_C,Min_Sicaklik_C,Ort_Sicaklik_C,Toplam_Yagis_mm
30.03.2021,8.3,0.5,4.4,0.1
31.03.2021,9.8,1.5,5.5,1.4
01.04.2021,12.2,3.2,6.7,4.1
02.04.2021,11.4,2.8,6.3,3.0
03.04.2021,15.5,0.2,7.9,0.0
04.04.2021,16.4,2.8,9.5,0.6
05.04.2021,19.1,7.0,12.4,0.0
06.04.2021,22.7,5.7,13.7,0.0
07.04.2021,22.5,8.1,15.1,0.0
08.04.2021,20.9,7.0,13.2,0.0
09.04.2021,9.8,1.2,4.4,2.0
10.04.2021,3.5,-1.1,1.1,7.1
11.04.2021,6.4,-1.6,2.4,0.1
12.04.2021,8.9,0.4,4.1,0.2
13.04.2021,13.7,0.0,6.7,0.0
14.04.2021,19.1,4.1,11.4,0.2
15.04.2021,20.0,7.6,13.3,0.1
16.04.2021,22.9,7.3,14.9,0.0
17.04.2021,24.9,9.0,17.1,0.2
18.04.2021,26.9,13.9,19.6,0.3
19.04.2021,26.3,11.2,18.4,0.3
20.04.2021,24.2,11.4,17.7,0.0
21.04.2021,20.2,6.5,13.5,0.0
22.04.2021,20.8,7.9,13.8,0.0
23.04.2021,24.3,6.8,15.7,0.0
24.04.2021,23.5,9.5,16.6,0.0
25.04.2021,22.5,11.8,16.7,0.3
26.04.2021,18.0,10.4,13.7,0.9
27.04.2021,22.0,6.4,14.2,0.0
28.04.2021,28.5,11.0,19.9,0.0
29.04.2021,27.8,15.9,21.5,0.0
30.04.2021,26.7,14.2,20.8,0.1
01.05.2021,28.2,12.1,20.8,0.0
02.05.2021,30.6,13.6,22.5,0.0
03.05.2021,32.3,17.2,25.0,0.0
04.05.2021,25.9,15.9,21.1,0.1
05.05.2021,25.9,12.0,18.9,0.0
06.05.2021,23.8,12.4,17.7,1.1
07.05.2021,24.4,10.1,17.9,0.0
08.05.2021,29.4,13.0,21.9,0.2
09.05.2021,21.2,11.3,16.8,0.0
10.05.2021,18.2,6.7,12.0,0.0
11.05.2021,23.0,7.0,15.0,0.0
12.05.2021,28.7,9.7,19.8,0.0
13.05.2021,29.8,12.0,20.9,0.0
14.05.2021,30.1,11.9,21.2,0.0
15.05.2021,30.2,12.6,21.7,0.0
16.05.2021,26.3,13.6,19.7,0.4
17.05.2021,25.2,12.1,18.7,0.0
18.05.2021,29.7,11.7,21.1,0.0
19.05.2021,26.7,13.5,20.3,0.0
20.05.2021,32.4,13.8,23.2,0.0
21.05.2021,28.3,15.2,21.1,0.0
22.05.2021,19.7,10.9,14.9,0.3
23.05.2021,22.4,9.1,16.2,0.0
24.05.2021,25.1,12.0,18.7,0.0
25.05.2021,27.7,13.5,20.9,0.0
26.05.2021,31.0,15.0,23.5,0.0
27.05.2021,30.2,17.9,23.7,0.2
28.05.2021,30.7,13.8,22.3,0.3
29.05.2021,25.0,14.8,19.8,0.5
30.05.2021,28.3,11.5,19.8,0.0
31.05.2021,28.0,14.2,20.5,0.2
01.06.2021,23.5,11.3,16.4,5.7
02.06.2021,21.1,9.2,15.4,0.9
03.06.2021,22.5,7.4,15.3,0.0
04.06.2021,20.4,9.4,15.5,0.0
05.06.2021,20.2,9.9,15.5,0.0
06.06.2021,23.3,10.5,17.0,0.0
07.06.2021,28.0,11.2,20.1,0.0
08.06.2021,27.0,14.5,20.9,0.7
09.06.2021,27.1,12.9,20.0,0.6
10.06.2021,24.1,13.3,18.3,1.4
11.06.2021,24.1,11.9,17.9,0.7
12.06.2021,23.8,11.0,17.9,1.2
13.06.2021,25.5,11.7,19.8,0.1
14.06.2021,24.4,15.4,19.4,1.0
15.06.2021,24.2,11.6,17.7,0.2
16.06.2021,20.6,11.3,15.7,2.3
17.06.2021,27.2,10.0,18.2,0.0
18.06.2021,26.0,12.4,19.6,0.0
19.06.2021,28.3,14.7,22.1,0.0
20.06.2021,30.4,16.2,23.8,0.0
21.06.2021,26.4,15.5,21.1,1.8
22.06.2021,25.4,15.4,19.6,6.9
23.06.2021,26.3,13.3,20.5,0.2
24.06.2021,26.5,17.3,21.7,0.4
25.06.2021,27.9,17.8,23.0,0.0
26.06.2021,27.6,15.9,22.3,0.1
27.06.2021,29.7,18.8,23.9,0.0
28.06.2021,29.1,19.7,24.5,0.0
29.06.2021,29.9,19.1,24.4,0.0
30.06.2021,31.2,18.6,24.9,0.0
01.07.2021,33.6,18.8,26.9,0.0
02.07.2021,36.2,18.3,28.4,0.0
03.07.2021,33.4,19.1,25.1,0.2
04.07.2021,27.5,15.9,21.7,0.1
05.07.2021,27.4,14.7,21.6,0.0
06.07.2021,28.6,17.5,23.1,0.0
07.07.2021,28.7,15.7,22.9,0.0
08.07.2021,28.7,18.3,24.3,1.0
09.07.2021,29.7,19.2,24.7,0.1
10.07.2021,28.2,18.7,23.9,0.0
11.07.2021,30.2,18.0,24.3,0.0
12.07.2021,32.1,18.2,25.9,0.0
13.07.2021,32.6,20.1,27.2,0.0
14.07.2021,32.7,20.3,26.5,0.0
15.07.2021,30.5,19.2,25.1,0.0
16.07.2021,31.8,18.5,25.3,0.0
17.07.2021,35.1,20.4,28.0,0.0
18.07.2021,37.0,22.2,30.1,0.0
19.07.2021,36.4,19.6,28.9,0.0
20.07.2021,35.4,20.0,28.6,0.0
21.07.2021,34.6,22.6,29.1,0.0
22.07.2021,31.5,21.3,26.2,0.0
23.07.2021,28.4,17.6,23.1,0.0
24.07.2021,28.4,17.7,23.0,0.0
25.07.2021,28.1,16.7,22.8,0.0
26.07.2021,30.2,18.5,24.6,0.0
27.07.2021,29.9,17.7,24.1,0.0
28.07.2021,29.5,18.4,24.2,0.0
29.07.2021,28.4,16.4,22.6,0.0
30.07.2021,30.8,17.2,24.5,0.0
31.07.2021,30.8,19.1,25.3,0.0
01.08.2021,32.3,20.3,26.3,0.0
02.08.2021,31.4,19.5,25.6,0.0
03.08.2021,33.3,20.5,26.8,0.0
04.08.2021,34.2,21.8,28.0,0.0
05.08.2021,34.4,22.0,28.4,0.0
06.08.2021,36.2,20.6,29.0,0.0
07.08.2021,32.1,19.6,25.3,0.9
08.08.2021,26.6,17.2,21.9,2.3
09.08.2021,26.8,18.1,22.6,1.4
10.08.2021,28.5,18.0,23.1,0.0
11.08.2021,28.6,17.1,22.6,0.1
12.08.2021,28.0,16.5,22.4,0.0
13.08.2021,27.6,17.9,22.5,0.0
14.08.2021,26.6,17.7,21.8,0.0
15.08.2021,26.5,15.0,20.5,0.0
16.08.2021,27.7,14.3,21.2,0.0
17.08.2021,30.3,15.4,23.1,0.0
18.08.2021,31.8,16.9,25.0,0.0
19.08.2021,32.2,19.3,25.8,0.0
20.08.2021,30.2,18.2,24.4,0.0
21.08.2021,30.6,18.1,24.6,0.0
22.08.2021,31.0,19.0,24.7,0.0
23.08.2021,29.8,18.3,24.0,0.0
24.08.2021,29.4,17.0,23.4,0.0
25.08.2021,31.8,16.6,24.6,0.0
26.08.2021,33.6,18.5,26.5,0.0
27.08.2021,34.6,19.1,27.2,0.0
28.08.2021,35.3,21.0,28.5,0.0
29.08.2021,34.4,19.7,27.2,0.0
30.08.2021,32.8,19.7,26.6,0.0
31.08.2021,32.4,21.7,26.7,0.0
01.09.2021,31.9,20.7,26.2,0.0
02.09.2021,27.0,18.1,22.2,0.0
03.09.2021,23.7,14.2,18.8,0.0
04.09.2021,24.8,13.1,18.8,0.0
05.09.2021,26.7,13.7,20.1,0.0
06.09.2021,25.0,15.1,19.8,0.0
07.09.2021,24.0,13.1,18.2,0.0
08.09.2021,26.5,13.3,19.8,0.0
09.09.2021,28.9,14.7,22.0,0.0
10.09.2021,27.4,16.1,21.6,0.0
11.09.2021,23.6,14.7,19.2,0.0
12.09.2021,25.9,12.3,19.6,0.0
13.09.2021,27.0,15.7,21.5,0.0
14.09.2021,25.9,15.8,20.7,0.3
15.09.2021,21.9,14.2,17.1,8.1
16.09.2021,19.3,12.9,15.2,1.4
17.09.2021,20.0,11.4,15.4,0.1
18.09.2021,25.0,8.0,16.6,0.0
19.09.2021,27.5,13.4,20.2,0.0
20.09.2021,28.2,13.6,21.0,0.0
21.09.2021,29.6,14.2,21.6,0.0
22.09.2021,20.3,13.3,17.1,0.6
23.09.2021,16.6,8.9,11.9,6.5
24.09.2021,16.0,6.5,11.2,0.0
25.09.2021,21.4,5.9,13.6,0.0
26.09.2021,22.1,9.1,15.1,0.0
27.09.2021,23.9,10.1,16.5,0.0
28.09.2021,23.8,10.0,16.9,0.0
29.09.2021,22.7,11.5,16.9,0.8
30.09.2021,19.1,12.0,15.3,0.0
01.10.2021,18.5,8.3,13.2,0.0
02.10.2021,20.0,7.8,13.6,0.0
03.10.2021,19.6,9.3,13.9,0.0
04.10.2021,19.2,7.5,13.1,0.0
05.10.2021,18.7,7.3,12.6,0.0
06.10.2021,16.5,6.1,11.2,0.0
07.10.2021,18.8,5.8,12.1,0.0
08.10.2021,21.4,6.3,13.7,0.0
09.10.2021,25.6,8.6,16.8,0.0
10.10.2021,25.1,11.7,17.6,0.0
11.10.2021,25.5,10.9,17.9,0.0
12.10.2021,24.9,11.2,17.9,0.0
13.10.2021,23.3,10.6,16.3,0.0
14.10.2021,21.2,9.2,14.9,0.0
15.10.2021,23.7,9.8,16.3,0.0
16.10.2021,21.9,11.0,16.4,0.2
17.10.2021,20.9,9.1,13.8,0.0
18.10.2021,16.7,6.6,11.8,0.0
19.10.2021,16.9,8.0,12.5,0.0
20.10.2021,16.1,7.2,11.1,0.0
21.10.2021,16.6,3.8,10.2,0.0
22.10.2021,20.0,4.6,11.8,0.0
23.10.2021,20.8,4.8,12.4,0.0
24.10.2021,20.7,6.2,13.0,0.0
25.10.2021,12.6,6.6,9.4,0.0
26.10.2021,12.8,2.3,7.2,0.0
27.10.2021,16.3,3.7,9.9,0.0
28.10.2021,16.7,4.5,10.7,0.0
29.10.2021,15.0,4.6,9.5,0.0
30.10.2021,15.0,3.2,9.0,0.0
31.10.2021,18.5,6.3,12.2,0.0
01.11.2021,18.3,9.5,12.4,2.0
02.11.2021,19.2,8.6,12.9,9.5
03.11.2021,19.7,8.2,13.0,0.4
04.11.2021,19.1,7.0,12.5,0.0
05.11.2021,18.0,6.2,11.3,0.0
06.11.2021,18.9,5.5,10.9,0.0
07.11.2021,18.7,6.3,11.8,0.0
08.11.2021,19.2,8.0,13.1,0.0
09.11.2021,21.0,5.9,12.3,0.0
10.11.2021,11.0,4.2,8.1,1.2
11.11.2021,7.9,-0.4,3.4,0.0
12.11.2021,8.6,-3.2,2.0,0.0
13.11.2021,12.4,-1.2,5.3,0.0
14.11.2021,14.3,4.1,8.0,0.0
15.11.2021,15.0,2.5,7.9,0.0
16.11.2021,12.0,0.6,5.8,0.0
17.11.2021,13.8,0.8,6.6,0.0
18.11.2021,15.6,2.4,8.2,0.0
19.11.2021,12.3,3.4,7.5,0.0
20.11.2021,9.2,4.0,6.2,0.2
21.11.2021,9.6,0.9,4.8,0.0
22.11.2021,15.5,1.3,7.5,0.0
23.11.2021,16.4,3.1,8.8,0.1
24.11.2021,12.7,6.8,9.4,8.9
25.11.2021,8.2,4.5,6.3,0.1
26.11.2021,13.9,1.3,6.5,0.0
27.11.2021,15.7,7.7,10.6,0.1
28.11.2021,17.9,7.6,11.7,2.1
29.11.2021,19.6,6.8,13.0,0.0
30.11.2021,18.4,9.7,14.6,0.0
01.12.2021,9.4,0.4,5.3,0.0
02.12.2021,8.8,-2.3,2.3,0.0
03.12.2021,13.9,-1.5,5.2,0.0
04.12.2021,11.7,2.3,6.7,1.8
05.12.2021,13.3,3.3,8.1,0.1
06.12.2021,16.3,2.3,7.6,0.0
07.12.2021,13.8,4.2,8.9,11.1
08.12.2021,9.6,2.1,5.8,3.7
09.12.2021,11.2,-1.5,3.9,0.0
10.12.2021,13.9,0.4,5.6,0.0
11.12.2021,13.6,2.7,7.1,0.0
12.12.2021,15.1,2.4,7.1,0.0
13.12.2021,17.5,3.3,9.0,0.0
14.12.2021,9.6,3.7,7.0,25.5
15.12.2021,8.5,2.6,4.9,9.6
16.12.2021,4.0,1.6,2.6,4.1
17.12.2021,2.5,0.3,1.6,8.5
18.12.2021,3.0,-0.9,0.9,0.5
19.12.2021,1.7,-3.0,-0.1,17.3
20.12.2021,0.5,-4.8,-2.1,0.0
21.12.2021,-0.2,-10.6,-3.8,0.6
22.12.2021,-4.8,-13.5,-9.1,0.0
23.12.2021,-6.7,-16.0,-11.9,0.0
24.12.2021,-6.1,-16.9,-12.0,0.0
25.12.2021,0.9,-9.5,-4.4,0.0
26.12.2021,1.5,-6.7,-2.9,0.0
27.12.2021,4.9,-5.3,-0.5,0.0
28.12.2021,5.7,-1.9,2.2,0.0
29.12.2021,4.4,-3.9,0.2,0.0
30.12.2021,8.2,-0.5,3.4,0.1
31.12.2021,9.1,0.1,4.0,0.0
01.01.2022,10.2,-0.7,3.1,0.0
02.01.2022,8.4,2.2,4.8,1.5
03.01.2022,7.8,-4.4,0.9,0.0
04.01.2022,11.3,-0.6,4.9,0.0
05.01.2022,12.5,-0.0,5.2,0.0
06.01.2022,13.0,2.8,6.1,0.0
07.01.2022,12.3,2.1,5.7,0.0
08.01.2022,10.8,-0.5,4.5,0.0
09.01.2022,11.0,1.6,5.6,0.9
10.01.2022,9.1,1.6,4.8,3.2
11.01.2022,8.8,2.6,5.1,2.4
12.01.2022,6.3,1.7,3.6,16.5
13.01.2022,2.2,-2.3,-0.4,1.8
14.01.2022,0.3,-6.5,-3.9,0.0
15.01.2022,3.7,-7.1,-2.7,0.0
16.01.2022,0.1,-5.5,-3.5,0.0
17.01.2022,2.7,-9.6,-3.8,0.0
18.01.2022,6.3,-5.2,-0.1,1.4
19.01.2022,-2.2,-7.0,-5.1,0.6
20.01.2022,0.4,-10.2,-5.4,0.0
21.01.2022,6.8,-8.1,-1.6,0.0
22.01.2022,7.1,-0.6,1.9,6.6
23.01.2022,-0.7,-8.3,-5.0,22.2
24.01.2022,-6.0,-10.6,-8.5,0.9
25.01.2022,-6.6,-11.5,-8.6,11.8
26.01.2022,-6.1,-9.1,-7.7,3.5
27.01.2022,-6.2,-12.3,-9.1,0.0
28.01.2022,-9.9,-17.2,-13.6,0.0
29.01.2022,-8.3,-13.7,-10.9,0.0
30.01.2022,-1.3,-8.6,-5.1,1.1
31.01.2022,0.6,-5.7,-1.1,8.6
01.02.2022,1.9,-7.5,-1.4,0.0
02.02.2022,4.9,-0.4,2.1,2.2
03.02.2022,4.9,-0.4,2.4,3.7
04.02.2022,0.8,-8.0,-0.9,1.5
05.02.2022,-1.5,-13.0,-7.7,0.0
06.02.2022,1.8,-6.5,-2.6,0.0
07.02.2022,5.5,-8.0,-0.7,0.0
08.02.2022,10.3,-0.2,4.5,5.9
09.02.2022,1.7,-1.5,0.9,25.1
10.02.2022,-0.2,-4.9,-2.4,1.6
11.02.2022,0.1,-7.7,-2.9,0.0
12.02.2022,1.9,-4.2,-1.1,0.0
13.02.2022,2.7,-6.9,-1.2,0.0
14.02.2022,4.0,-8.3,-1.5,0.0
15.02.2022,2.7,-6.5,-1.8,0.0
16.02.2022,3.9,-7.4,-2.4,0.0
17.02.2022,5.7,-5.3,-0.5,0.0
18.02.2022,10.4,-2.4,3.2,4.2
19.02.2022,4.6,-1.2,1.2,2.3
20.02.2022,9.2,-5.8,1.3,0.0
21.02.2022,14.2,3.6,7.6,5.4
22.02.2022,12.8,2.8,6.7,0.8
23.02.2022,13.8,2.3,7.2,0.1
24.02.2022,9.9,4.3,7.0,10.9
25.02.2022,8.4,-1.2,3.9,0.3
26.02.2022,7.7,-1.1,2.9,0.0
27.02.2022,12.7,-1.1,5.1,0.1
28.02.2022,11.5,1.5,6.1,0.2
01.03.2022,6.0,1.2,3.7,13.5
02.03.2022,3.8,1.8,2.7,18.8
03.03.2022,3.3,-3.0,0.1,17.6
04.03.2022,3.2,-6.1,-1.6,0.0
05.03.2022,9.7,-6.4,1.7,0.1
06.03.2022,8.7,0.1,3.8,0.0
07.03.2022,12.4,-1.0,5.3,0.4
08.03.2022,8.6,-0.7,3.6,0.5
09.03.2022,4.7,1.0,3.0,1.9
10.03.2022,1.1,-2.4,-0.8,10.1
11.03.2022,-2.7,-6.2,-4.2,5.9
12.03.2022,-5.1,-12.3,-8.2,0.1
13.03.2022,-3.6,-9.2,-7.0,0.5
14.03.2022,-2.1,-10.7,-6.5,0.0
15.03.2022,-0.2,-6.6,-4.0,0.0
16.03.2022,4.3,-8.5,-1.8,0.0
17.03.2022,6.2,-3.1,1.3,0.0
18.03.2022,0.5,-5.0,-1.9,0.0
19.03.2022,-1.2,-8.4,-4.9,0.1
20.03.2022,1.7,-7.2,-2.7,1.4
21.03.2022,3.2,-3.4,-0.8,0.4
22.03.2022,2.4,-4.1,-1.3,0.0
23.03.2022,4.6,-3.5,0.3,0.0
24.03.2022,5.2,-2.9,0.6,0.5
25.03.2022,9.8,-3.5,2.8,0.0
26.03.2022,7.0,-2.5,2.6,1.1
27.03.2022,11.0,-3.8,2.7,0.0
28.03.2022,14.5,-1.1,6.8,0.0
29.03.2022,13.1,3.2,7.8,2.3
30.03.2022,15.4,-0.2,7.1,0.3
31.03.2022,19.1,2.5,10.6,0.0
01.04.2022,24.2,6.1,13.8,0.0
02.04.2022,22.9,7.9,15.1,0.0
03.04.2022,20.2,5.0,13.2,0.0
04.04.2022,20.2,6.3,13.5,0.0
05.04.2022,22.8,9.4,15.9,0.0
06.04.2022,22.0,7.6,14.5,0.0
07.04.2022,19.8,5.5,13.1,0.9
08.04.2022,18.2,8.1,13.1,2.6
09.04.2022,23.4,4.4,13.2,0.0
10.04.2022,21.8,8.6,14.8,0.5
11.04.2022,16.8,4.3,9.6,4.2
12.04.2022,9.7,1.2,5.1,0.0
13.04.2022,11.4,-0.9,5.0,0.0
14.04.2022,13.6,-1.7,5.9,0.0
15.04.2022,18.1,2.0,9.8,0.0
16.04.2022,21.8,4.8,13.7,0.0
17.04.2022,23.4,9.2,16.3,0.1
18.04.2022,24.7,11.4,18.4,0.0
19.04.2022,18.9,7.0,12.2,0.0
20.04.2022,17.6,4.7,10.7,0.0
21.04.2022,21.0,4.4,12.6,0.0
22.04.2022,22.7,5.4,14.5,0.0
23.04.2022,27.1,9.0,18.3,0.0
24.04.2022,28.4,10.8,19.7,0.0
25.04.2022,29.3,9.9,19.7,0.0
26.04.2022,27.1,10.2,18.7,0.0
27.04.2022,25.8,10.9,18.7,0.0
28.04.2022,26.3,11.3,18.4,0.1
29.04.2022,26.6,11.9,19.8,0.0
30.04.2022,22.7,13.8,18.0,0.0
01.05.2022,18.9,10.2,14.1,0.9
02.05.2022,20.4,7.7,13.6,0.8
03.05.2022,22.2,11.2,16.2,0.9
04.05.2022,21.0,9.4,13.2,8.6
05.05.2022,12.6,7.2,9.7,0.4
06.05.2022,14.3,5.3,9.4,1.5
07.05.2022,13.3,6.0,9.6,0.2
08.05.2022,17.0,4.8,11.1,0.0
09.05.2022,18.2,5.9,12.4,0.0
10.05.2022,19.4,7.4,13.2,0.0
11.05.2022,20.8,7.6,13.8,3.5
12.05.2022,20.1,6.6,13.9,0.0
13.05.2022,22.9,7.9,16.2,0.0
14.05.2022,25.3,10.6,17.9,0.0
15.05.2022,20.2,9.7,14.6,14.1
16.05.2022,22.1,8.9,16.1,0.0
17.05.2022,20.7,9.3,15.0,2.4
18.05.2022,26.0,9.3,17.9,0.0
19.05.2022,16.5,9.3,12.3,1.7
20.05.2022,17.1,7.0,11.6,0.0
21.05.2022,22.3,6.6,14.6,0.0
22.05.2022,24.4,9.1,17.3,0.0
23.05.2022,21.6,12.9,17.4,0.2
24.05.2022,22.3,8.5,16.1,0.0
25.05.2022,24.3,9.9,17.8,0.1
26.05.2022,27.7,12.1,20.8,0.0
27.05.2022,28.0,17.1,21.4,1.9
28.05.2022,27.8,13.7,21.3,0.0
29.05.2022,30.0,14.1,23.0,0.0
30.05.2022,32.2,14.5,23.8,0.0
31.05.2022,31.4,14.7,23.8,0.0
01.06.2022,30.0,15.8,23.8,0.0
02.06.2022,31.1,18.1,24.1,0.0
03.06.2022,32.2,17.2,25.0,0.0
04.06.2022,31.0,15.2,23.4,0.2
05.06.2022,30.0,17.2,22.5,0.9
06.06.2022,26.8,15.7,21.6,1.8
07.06.2022,26.2,14.8,19.8,5.4
08.06.2022,27.4,13.1,19.5,0.3
09.06.2022,27.4,13.9,20.8,0.2
10.06.2022,28.7,15.8,22.2,0.0
11.06.2022,31.8,16.1,23.2,0.7
12.06.2022,23.7,16.0,19.1,3.1
13.06.2022,23.6,13.4,18.5,1.1
14.06.2022,22.3,13.1,17.5,11.0
15.06.2022,24.1,13.6,18.9,0.2
16.06.2022,25.0,15.4,20.5,0.0
17.06.2022,26.5,15.2,21.3,0.0
18.06.2022,28.4,16.7,22.7,0.0
19.06.2022,28.6,16.4,22.8,0.0
20.06.2022,30.4,16.5,23.9,0.0
21.06.2022,24.4,15.7,20.3,1.4
22.06.2022,28.4,15.0,21.4,0.1
23.06.2022,27.6,15.1,21.5,0.0
24.06.2022,23.9,15.4,19.3,6.9
25.06.2022,24.0,12.8,18.5,0.0
26.06.2022,23.7,12.7,18.3,0.0
27.06.2022,24.5,12.7,18.9,0.0
28.06.2022,23.0,15.1,19.5,0.2
29.06.2022,23.5,15.3,18.9,1.8
30.06.2022,26.6,16.0,21.0,1.4
01.07.2022,24.9,15.7,20.2,0.1
02.07.2022,26.6,15.9,21.2,0.0
03.07.2022,26.6,14.5,20.6,0.0
04.07.2022,27.2,13.1,20.3,0.0
05.07.2022,28.4,14.5,21.8,0.0
06.07.2022,30.0,15.0,22.8,0.0
07.07.2022,31.4,17.4,24.7,0.0
08.07.2022,31.6,18.0,25.7,0.0
09.07.2022,33.1,18.5,26.2,0.0
10.07.2022,30.0,17.3,22.8,0.2
11.07.2022,27.6,15.4,21.7,0.0
12.07.2022,29.8,17.0,23.2,0.0
13.07.2022,30.4,17.5,23.9,0.0
14.07.2022,28.3,17.4,22.7,0.0
15.07.2022,27.3,15.0,21.5,0.0
16.07.2022,28.9,15.9,22.8,0.0
17.07.2022,28.2,17.5,23.0,0.0
18.07.2022,27.1,17.9,22.5,0.0
19.07.2022,26.7,16.7,21.5,0.4
20.07.2022,26.9,14.6,21.1,0.0
21.07.2022,26.7,15.6,21.2,0.0
22.07.2022,29.2,16.6,22.9,0.0
23.07.2022,29.2,17.8,23.5,0.0
24.07.2022,27.7,17.1,22.2,0.0
25.07.2022,28.2,16.0,22.1,0.0
26.07.2022,29.4,16.9,23.4,0.0
27.07.2022,31.5,17.3,24.6,0.0
28.07.2022,33.9,18.5,26.7,0.0
29.07.2022,34.5,19.7,27.6,0.0
30.07.2022,34.8,21.6,28.3,0.0
31.07.2022,35.1,20.7,28.0,0.0
01.08.2022,34.1,20.1,27.8,0.0
02.08.2022,33.5,20.7,27.6,0.0
03.08.2022,33.4,20.9,27.5,0.0
04.08.2022,35.3,22.2,28.9,0.0
05.08.2022,35.4,23.1,29.2,0.0
06.08.2022,35.6,22.9,29.3,0.0
07.08.2022,31.2,21.7,26.5,0.0
08.08.2022,31.4,21.1,26.3,0.0
09.08.2022,32.1,21.0,26.5,0.0
10.08.2022,32.5,19.7,26.0,0.0
11.08.2022,29.7,18.7,24.4,0.0
12.08.2022,30.6,18.5,25.0,0.0
13.08.2022,32.6,19.9,26.5,0.0
14.08.2022,33.1,18.5,26.4,0.0
15.08.2022,33.4,18.6,26.2,0.0
16.08.2022,30.8,18.5,24.9,0.0
17.08.2022,32.9,19.3,26.0,0.0
18.08.2022,31.4,20.5,26.5,0.0
19.08.2022,31.7,20.5,26.2,0.0
20.08.2022,31.1,18.8,25.2,0.0
21.08.2022,32.9,19.6,26.6,0.0
22.08.2022,34.0,20.8,27.5,0.0
23.08.2022,34.4,19.7,27.6,0.0
24.08.2022,34.0,19.2,27.0,0.0
25.08.2022,31.9,16.7,24.2,0.0
26.08.2022,30.4,16.9,24.0,0.0
27.08.2022,30.3,16.7,23.7,0.0
28.08.2022,32.2,18.3,25.6,0.0
29.08.2022,34.1,20.7,27.2,0.0
30.08.2022,35.5,17.2,26.7,0.0
31.08.2022,34.9,15.8,25.4,0.0
01.09.2022,33.1,16.5,24.9,0.0
02.09.2022,32.9,17.2,25.3,0.0
03.09.2022,33.3,16.1,25.3,0.0
04.09.2022,30.4,18.4,24.6,0.0
05.09.2022,29.2,18.2,23.2,0.1
06.09.2022,25.2,15.7,19.9,0.0
07.09.2022,22.2,12.2,17.0,0.0
08.09.2022,24.2,12.5,17.9,0.0
09.09.2022,26.9,13.0,19.9,0.0
10.09.2022,29.6,15.2,22.1,0.0
11.09.2022,33.3,16.0,24.4,0.0
12.09.2022,33.0,16.5,24.1,0.0
13.09.2022,24.3,15.5,19.7,0.3
14.09.2022,24.0,12.4,18.1,0.0
15.09.2022,27.7,12.4,20.2,0.0
16.09.2022,30.7,15.1,22.9,0.0
17.09.2022,33.5,16.9,25.2,0.0
18.09.2022,34.0,17.0,25.3,0.0
19.09.2022,27.0,16.9,21.9,0.0
20.09.2022,27.4,15.7,21.7,0.0
21.09.2022,24.3,13.6,18.6,0.0
22.09.2022,23.8,11.3,16.6,0.0
23.09.2022,18.9,9.4,13.8,0.0
24.09.2022,19.8,11.2,14.8,1.0
25.09.2022,22.2,9.2,15.6,0.0
26.09.2022,26.4,9.5,18.7,0.0
27.09.2022,29.2,11.9,20.5,0.0
28.09.2022,28.8,14.9,21.1,0.0
29.09.2022,27.9,13.1,20.9,0.0
30.09.2022,30.3,15.6,22.3,0.1
01.10.2022,30.1,16.6,22.6,0.0
02.10.2022,32.0,15.3,23.5,0.0
03.10.2022,21.9,12.5,17.3,0.0
04.10.2022,22.5,11.7,17.4,0.0
05.10.2022,21.0,10.5,16.2,0.0
06.10.2022,20.1,10.7,14.7,0.0
07.10.2022,16.3,10.3,12.3,1.6
08.10.2022,19.6,7.6,13.0,2.8
09.10.2022,18.8,9.9,13.5,0.3
10.10.2022,18.7,8.8,13.3,0.1
11.10.2022,20.7,8.8,14.6,0.0
12.10.2022,21.6,9.6,15.4,0.0
13.10.2022,21.4,9.2,15.0,0.0
14.10.2022,21.9,9.1,15.4,0.0
15.10.2022,20.8,10.2,15.0,0.0
16.10.2022,18.4,10.4,12.9,5.1
17.10.2022,17.2,10.8,13.9,3.7
18.10.2022,17.3,11.2,13.7,1.4
19.10.2022,19.3,9.1,14.0,0.0
20.10.2022,19.4,8.5,13.7,1.8
21.10.2022,14.8,7.5,10.7,0.0
22.10.2022,12.1,3.3,7.1,0.0
23.10.2022,16.5,1.6,8.5,0.0
24.10.2022,18.1,6.5,11.4,0.0
25.10.2022,17.6,7.2,11.5,0.0
26.10.2022,18.7,5.5,11.6,0.0
27.10.2022,19.0,6.5,12.0,0.0
28.10.2022,16.4,7.5,11.4,0.0
29.10.2022,14.8,4.5,8.9,0.0
30.10.2022,16.4,3.9,9.7,0.0
31.10.2022,18.2,4.4,11.0,0.0
01.11.2022,17.2,5.1,10.8,0.0
02.11.2022,16.6,3.8,9.7,0.0
03.11.2022,18.7,4.1,10.8,0.0
04.11.2022,19.5,5.3,11.6,0.0
05.11.2022,20.1,5.3,12.6,0.0
06.11.2022,18.6,6.7,12.8,0.0
07.11.2022,16.8,5.7,10.5,0.1
08.11.2022,14.9,7.0,10.4,0.1
09.11.2022,13.5,4.0,8.6,0.0
10.11.2022,13.6,3.4,8.2,0.0
11.11.2022,13.8,2.3,7.9,0.0
12.11.2022,15.0,2.5,7.9,0.0
13.11.2022,14.3,2.9,8.1,0.0
14.11.2022,12.9,0.3,6.3,0.0
15.11.2022,12.8,2.2,6.6,0.0
16.11.2022,15.8,0.9,7.4,0.0
17.11.2022,16.6,2.8,8.9,0.0
