Tarih,Gün,Ürün Adı,Birim,En Düşük Fiyat,En Yüksek Fiyat
16.10.2025,Perşembe,MARUL (AYSBERK),Adet,30,55
16.10.2025,Perşembe,MARUL (KIVIRCIK),Adet,20,35
16.10.2025,Perşembe,MARUL (MOR),Adet,20,40
16.10.2025,Perşembe,MARUL (MUHTELİF),Adet,20,35
16.10.2025,Perşembe,MAYDONOZ,Bağ,5,10
16.10.2025,Perşembe,MISIR (TAZE),Adet,10,20
16.10.2025,Perşembe,NANE (BAĞ),Bağ,5,12
16.10.2025,Perşembe,PANCAR (KIRMIZI),Kg,15,33
16.10.2025,Perşembe,PATATES,Kg,12,17
16.10.2025,Perşembe,PATATES (İKİNCİ),Kg,5,10
16.10.2025,Perşembe,PATLICAN (KEMER),Kg,25,45
16.10.2025,Perşembe,PATLICAN (TOPAK),Kg,30,45
16.10.2025,Perşembe,PAZI,Bağ,8,12
16.10.2025,Perşembe,PIRASA,Kg,30,40
16.10.2025,Perşembe,ROKA (BAĞ),Bağ,5,12
16.10.2025,Perşembe,SALATALIK (KORNİŞON),Kg,30,85
16.10.2025,Perşembe,SALATALIK (MUHTELİF),Kg,20,35
16.10.2025,Perşembe,SALATALIK (SİLOR),Kg,25,50
16.10.2025,Perşembe,SARIMSAK (KURU),Kg,100,200
16.10.2025,Perşembe,SARIMSAK (TAZE),Kg,70,150
16.10.2025,Perşembe,SEMİZ OTU (BAĞ),Bağ,7,15
16.10.2025,Perşembe,SOGAN (KIRMIZI),Kg,20,50
16.10.2025,Perşembe,SOGAN (KURU),Kg,7,14
16.10.2025,Perşembe,SOGAN (YEŞİL),Kg,20,40
16.10.2025,Perşembe,TERE,Bağ,7,14
16.10.2025,Perşembe,TURP (MUHTELİF),Kg,13,30
20.10.2025,Pazartesi,BAMYA,Kg,50,200
20.10.2025,Pazartesi,BARBUNYA,Kg,70,120
20.10.2025,Pazartesi,BEZELYE (ARAKA),Kg,25,40
20.10.2025,Pazartesi,BİBER (CİN),Kg,30,80
20.10.2025,Pazartesi,BİBER (ÇARLİ),Kg,25,60
20.10.2025,Pazartesi,BİBER (DOLMA),Kg,25,55
20.10.2025,Pazartesi,BİBER (JALAPENO),Kg,20,40
20.10.2025,Pazartesi,BİBER (KAPYA),Kg,20,70
20.10.2025,Pazartesi,BİBER (KIL),Kg,40,80
20.10.2025,Pazartesi,BİBER (KÖY),Kg,20,60
20.10.2025,Pazartesi,BİBER (SİVRİ),Kg,20,55
20.10.2025,Pazartesi,BİBER (ŞİLİ),Kg,40,100
20.10.2025,Pazartesi,BROKOLİ,Kg,40,70
20.10.2025,Pazartesi,DERE OTU,Bağ,7,14
20.10.2025,Pazartesi,DOMATES (ÇERİ),Kg,25,65
20.10.2025,Pazartesi,DOMATES (İKİNCİ),Kg,15,25
20.10.2025,Pazartesi,DOMATES (KÖY),Kg,30,60
20.10.2025,Pazartesi,DOMATES (MUHTELİF),Kg,15,45
20.10.2025,Pazartesi,DOMATES (SALÇALIK),Kg,8,15
20.10.2025,Pazartesi,DOMATES (SALKIM ÇERİ),Kg,50,85
20.10.2025,Pazartesi,DOMATES (SALKIM KUTU),Kg,40,65
20.10.2025,Pazartesi,DOMATES (SALKIM),Kg,20,40
20.10.2025,Pazartesi,EKŞİ OT (BAĞ),Bağ,5,14
20.10.2025,Pazartesi,FASULYE (MUHTELİF),Kg,50,100
20.10.2025,Pazartesi,FESLEĞEN (REYHAN),Bağ,8,15
20.10.2025,Pazartesi,HAVUÇ,Kg,10,25
20.10.2025,Pazartesi,SİL HAVUÇ,Kg,8,15
20.10.2025,Pazartesi,HIRTLAK,Kg,60,120
20.10.2025,Pazartesi,ISPANAK,Kg,20,40
20.10.2025,Pazartesi,KABAK (BAL),Kg,15,30
20.10.2025,Pazartesi,KABAK (BEYAZ),Kg,25,45
20.10.2025,Pazartesi,KABAK (KARA),Kg,25,45
20.10.2025,Pazartesi,KARNABAHAR,Kg,35,55
20.10.2025,Pazartesi,KEREVİZ,Kg,35,60
20.10.2025,Pazartesi,LAHANA (BEYAZ),Kg,10,20
20.10.2025,Pazartesi,LAHANA (MOR),Kg,10,25
20.10.2025,Pazartesi,MANTAR (KÜLTÜR),Kg,100,135
20.10.2025,Pazartesi,MARUL (AYSBERK),Adet,30,50
20.10.2025,Pazartesi,MARUL (KIVIRCIK),Adet,20,35
20.10.2025,Pazartesi,MARUL (MOR),Adet,20,40
20.10.2025,Pazartesi,MARUL (MUHTELİF),Adet,20,35
20.10.2025,Pazartesi,MAYDONOZ,Bağ,5,10
20.10.2025,Pazartesi,MISIR (TAZE),Adet,10,20
20.10.2025,Pazartesi,NANE (BAĞ),Bağ,5,12
20.10.2025,Pazartesi,PANCAR (KIRMIZI),Kg,15,33
20.10.2025,Pazartesi,PATATES,Kg,12,17
20.10.2025,Pazartesi,PATATES (İKİNCİ),Kg,5,10
20.10.2025,Pazartesi,PATLICAN (KEMER),Kg,25,45
20.10.2025,Pazartesi,PATLICAN (TOPAK),Kg,30,45
20.10.2025,Pazartesi,PAZI,Bağ,8,12
20.10.2025,Pazartesi,PIRASA,Kg,25,40
20.10.2025,Pazartesi,ROKA (BAĞ),Bağ,5,12
20.10.2025,Pazartesi,SALATALIK (KORNİŞON),Kg,30,85
20.10.2025,Pazartesi,SALATALIK (MUHTELİF),Kg,17,30
20.10.2025,Pazartesi,SALATALIK (SİLOR),Kg,25,50
20.10.2025,Pazartesi,SARIMSAK (KURU),Kg,100,200
20.10.2025,Pazartesi,SARIMSAK (TAZE),Kg,70,150
20.10.2025,Pazartesi,SEMİZ OTU (BAĞ),Bağ,7,15
20.10.2025,Pazartesi,SOGAN (KIRMIZI),Kg,20,50
20.10.2025,Pazartesi,SOGAN (KURU),Kg,7,14
20.10.2025,Pazartesi,SOGAN (YEŞİL),Kg,20,40
20.10.2025,Pazartesi,TERE,Bağ,7,14
20.10.2025,Pazartesi,TURP (MUHTELİF),Kg,13,30
23.10.2025,Perşembe,BAMYA,Kg,50,200
23.10.2025,Perşembe,BARBUNYA,Kg,70,120
23.10.2025,Perşembe,BİBER (CİN),Kg,30,80
23.10.2025,Perşembe,BİBER (ÇARLİ),Kg,25,60
23.10.2025,Perşembe,BİBER (DOLMA),Kg,25,50
23.10.2025,Perşembe,BİBER (JALAPENO),Kg,20,40
23.10.2025,Perşembe,BİBER (KAPYA),Kg,25,90
23.10.2025,Perşembe,BİBER (KIL),Kg,40,90
23.10.2025,Perşembe,BİBER (KÖY),Kg,20,60
23.10.2025,Perşembe,BİBER (SİVRİ),Kg,20,55
23.10.2025,Perşembe,BİBER (ŞİLİ),Kg,40,100
23.10.2025,Perşembe,BROKOLİ,Kg,40,80
23.10.2025,Perşembe,DERE OTU,Bağ,7,14
23.10.2025,Perşembe,DOMATES (ÇERİ),Kg,25,65
23.10.2025,Perşembe,DOMATES (İKİNCİ),Kg,15,25
23.10.2025,Perşembe,DOMATES (KÖY),Kg,30,60
23.10.2025,Perşembe,DOMATES (MUHTELİF),Kg,15,45
23.10.2025,Perşembe,DOMATES (SALÇALIK),Kg,8,15
23.10.2025,Perşembe,DOMATES (SALKIM ÇERİ),Kg,50,85
23.10.2025,Perşembe,DOMATES (SALKIM KUTU),Kg,40,65
23.10.2025,Perşembe,DOMATES (SALKIM),Kg,20,40
23.10.2025,Perşembe,EKŞİ OT (BAĞ),Bağ,5,14
23.10.2025,Perşembe,FASULYE (MUHTELİF),Kg,50,100
23.10.2025,Perşembe,FESLEĞEN (REYHAN),Bağ,8,15
23.10.2025,Perşembe,HAVUÇ,Kg,10,25
23.10.2025,Perşembe,SİL HAVUÇ,Kg,8,15
23.10.2025,Perşembe,HIRTLAK,Kg,60,120
23.10.2025,Perşembe,ISPANAK,Kg,20,40
23.10.2025,Perşembe,KABAK (BAL),Kg,15,40
23.10.2025,Perşembe,KABAK (BEYAZ),Kg,25,45
23.10.2025,Perşembe,KABAK (KARA),Kg,25,45
23.10.2025,Perşembe,KARNABAHAR,Kg,35,55
23.10.2025,Perşembe,KEREVİZ,Kg,35,60
23.10.2025,Perşembe,LAHANA (BEYAZ),Kg,10,20
23.10.2025,Perşembe,LAHANA (MOR),Kg,10,25
23.10.2025,Perşembe,MANTAR (KÜLTÜR),Kg,100,135
23.10.2025,Perşembe,MARUL (AYSBERK),Adet,30,50
23.10.2025,Perşembe,MARUL (KIVIRCIK),Adet,20,35
23.10.2025,Perşembe,MARUL (MOR),Adet,20,40
23.10.2025,Perşembe,MARUL (MUHTELİF),Adet,20,35
23.10.2025,Perşembe,MAYDONOZ,Bağ,5,10
23.10.2025,Perşembe,MISIR (TAZE),Adet,10,20
23.10.2025,Perşembe,NANE (BAĞ),Bağ,5,12
23.10.2025,Perşembe,PANCAR (KIRMIZI),Kg,15,33
23.10.2025,Perşembe,PATATES,Kg,12,17
23.10.2025,Perşembe,PATATES (İKİNCİ),Kg,5,10
23.10.2025,Perşembe,PATLICAN (KEMER),Kg,25,45
23.10.2025,Perşembe,PATLICAN (TOPAK),Kg,30,45
23.10.2025,Perşembe,PAZI,Bağ,8,12
23.10.2025,Perşembe,PIRASA,Kg,25,40
23.10.2025,Perşembe,ROKA (BAĞ),Bağ,5,12
23.10.2025,Perşembe,SALATALIK (MUHTELİF),Kg,15,30
23.10.2025,Perşembe,SALATALIK (SİLOR),Kg,15,30
23.10.2025,Perşembe,SARIMSAK (KURU),Kg,100,170
23.10.2025,Perşembe,SEMİZ OTU (BAĞ),Bağ,7,15
23.10.2025,Perşembe,SOGAN (KIRMIZI),Kg,20,50
23.10.2025,Perşembe,SOGAN (KURU),Kg,7,14
23.10.2025,Perşembe,SOGAN (YEŞİL),Kg,20,40
23.10.2025,Perşembe,TERE,Bağ,7,14
23.10.2025,Perşembe,TURP (MUHTELİF),Kg,13,30
27.10.2025,Pazartesi,BAMYA,Kg,50,200
27.10.2025,Pazartesi,BARBUNYA,Kg,70,120
27.10.2025,Pazartesi,BİBER (CİN),Kg,30,80
27.10.2025,Pazartesi,BİBER (ÇARLİ),Kg,25,60
27.10.2025,Pazartesi,BİBER (DOLMA),Kg,25,50
27.10.2025,Pazartesi,BİBER (JALAPENO),Kg,20,40
27.10.2025,Pazartesi,BİBER (KAPYA),Kg,25,90
27.10.2025,Pazartesi,BİBER (KIL),Kg,40,90
27.10.2025,Pazartesi,BİBER (KÖY),Kg,20,60
27.10.2025,Pazartesi,BİBER (SİVRİ),Kg,20,55
27.10.2025,Pazartesi,BİBER (ŞİLİ),Kg,40,100
27.10.2025,Pazartesi,BROKOLİ,Kg,40,80
27.10.2025,Pazartesi,DERE OTU,Bağ,7,14
27.10.2025,Pazartesi,DOMATES (ÇERİ),Kg,25,65
27.10.2025,Pazartesi,DOMATES (İKİNCİ),Kg,15,25
27.10.2025,Pazartesi,DOMATES (KÖY),Kg,30,60
27.10.2025,Pazartesi,DOMATES (MUHTELİF),Kg,15,45
27.10.2025,Pazartesi,DOMATES (SALÇALIK),Kg,8,15
27.10.2025,Pazartesi,DOMATES (SALKIM ÇERİ),Kg,50,85
27.10.2025,Pazartesi,DOMATES (SALKIM KUTU),Kg,40,65
27.10.2025,Pazartesi,DOMATES (SALKIM),Kg,20,40
27.10.2025,Pazartesi,EKŞİ OT (BAĞ),Bağ,5,14
27.10.2025,Pazartesi,FASULYE (MUHTELİF),Kg,50,100
27.10.2025,Pazartesi,FESLEĞEN (REYHAN),Bağ,8,15
27.10.2025,Pazartesi,HAVUÇ,Kg,10,25
27.10.2025,Pazartesi,SİL HAVUÇ,Kg,8,15
27.10.2025,Pazartesi,HIRTLAK,Kg,60,120
27.10.2025,Pazartesi,ISPANAK,Kg,20,40
27.10.2025,Pazartesi,KABAK (BAL),Kg,15,40
27.10.2025,Pazartesi,KABAK (BEYAZ),Kg,25,45
27.10.2025,Pazartesi,KABAK (KARA),Kg,25,45
27.10.2025,Pazartesi,KARNABAHAR,Kg,35,55
27.10.2025,Pazartesi,KEREVİZ,Kg,35,60
27.10.2025,Pazartesi,LAHANA (BEYAZ),Kg,10,20
27.10.2025,Pazartesi,LAHANA (MOR),Kg,10,25
27.10.2025,Pazartesi,MANTAR (KÜLTÜR),Kg,100,135
27.10.2025,Pazartesi,MARUL (AYSBERK),Adet,30,50
27.10.2025,Pazartesi,MARUL (KIVIRCIK),Adet,20,35
27.10.2025,Pazartesi,MARUL (MOR),Adet,20,40
27.10.2025,Pazartesi,MARUL (MUHTELİF),Adet,20,35
27.10.2025,Pazartesi,MAYDONOZ,Bağ,5,10
27.10.2025,Pazartesi,MISIR (TAZE),Adet,10,20
27.10.2025,Pazartesi,NANE (BAĞ),Bağ,5,12
27.10.2025,Pazartesi,PANCAR (KIRMIZI),Kg,15,33
27.10.2025,Pazartesi,PATATES,Kg,12,17
27.10.2025,Pazartesi,PATATES (İKİNCİ),Kg,5,10
27.10.2025,Pazartesi,PATLICAN (KEMER),Kg,25,45
27.10.2025,Pazartesi,PATLICAN (TOPAK),Kg,30,45
27.10.2025,Pazartesi,PAZI,Bağ,8,12
27.10.2025,Pazartesi,PIRASA,Kg,25,40
27.10.2025,Pazartesi,ROKA (BAĞ),Bağ,5,12
27.10.2025,Pazartesi,SALATALIK (MUHTELİF),Kg,15,30
27.10.2025,Pazartesi,SALATALIK (SİLOR),Kg,15,30
27.10.2025,Pazartesi,SARIMSAK (KURU),Kg,100,170
27.10.2025,Pazartesi,SEMİZ OTU (BAĞ),Bağ,7,15
27.10.2025,Pazartesi,SOGAN (KIRMIZI),Kg,20,50
27.10.2025,Pazartesi,SOGAN (KURU),Kg,7,14
27.10.2025,Pazartesi,SOGAN (YEŞİL),Kg,20,40
27.10.2025,Pazartesi,TERE,Bağ,7,14
27.10.2025,Pazartesi,TURP (MUHTELİF),Kg,13,30
30.10.2025,Perşembe,BAMYA,Kg,50,200
30.10.2025,Perşembe,BARBUNYA,Kg,70,120
30.10.2025,Perşembe,BİBER (CİN),Kg,30,80
30.10.2025,Perşembe,BİBER (ÇARLİ),Kg,25,60
30.10.2025,Perşembe,BİBER (DOLMA),Kg,25,50
30.10.2025,Perşembe,BİBER (JALAPENO),Kg,20,40
30.10.2025,Perşembe,BİBER (KAPYA),Kg,25,95
30.10.2025,Perşembe,BİBER (KIL),Kg,40,90
30.10.2025,Perşembe,BİBER (KÖY),Kg,20,50
30.10.2025,Perşembe,BİBER (SİVRİ),Kg,20,50
30.10.2025,Perşembe,BİBER (ŞİLİ),Kg,40,100
30.10.2025,Perşembe,BROKOLİ,Kg,40,80
30.10.2025,Perşembe,DERE OTU,Bağ,7,14
30.10.2025,Perşembe,DOMATES (ÇERİ),Kg,25,65
30.10.2025,Perşembe,DOMATES (İKİNCİ),Kg,15,25
30.10.2025,Perşembe,DOMATES (KÖY),Kg,30,60
30.10.2025,Perşembe,DOMATES (MUHTELİF),Kg,15,45
30.10.2025,Perşembe,DOMATES (SALKIM ÇERİ),Kg,50,85
30.10.2025,Perşembe,DOMATES (SALKIM KUTU),Kg,40,70
30.10.2025,Perşembe,DOMATES (SALKIM),Kg,20,40
30.10.2025,Perşembe,EKŞİ OT (BAĞ),Bağ,5,14
30.10.2025,Perşembe,FASULYE (MUHTELİF),Kg,50,100
30.10.2025,Perşembe,FESLEĞEN (REYHAN),Bağ,8,15
30.10.2025,Perşembe,HAVUÇ,Kg,10,25
30.10.2025,Perşembe,SİL HAVUÇ,Kg,8,15
30.10.2025,Perşembe,HIRTLAK,Kg,60,120
30.10.2025,Perşembe,ISPANAK,Kg,20,40
30.10.2025,Perşembe,KABAK (BAL),Kg,15,40
30.10.2025,Perşembe,KABAK (BEYAZ),Kg,25,45
30.10.2025,Perşembe,KABAK (KARA),Kg,25,45
30.10.2025,Perşembe,KARNABAHAR,Kg,20,35
30.10.2025,Perşembe,KEREVİZ,Kg,35,60
30.10.2025,Perşembe,LAHANA (BEYAZ),Kg,10,20
30.10.2025,Perşembe,LAHANA (MOR),Kg,10,25
30.10.2025,Perşembe,MANTAR (KÜLTÜR),Kg,100,135
30.10.2025,Perşembe,MARUL (AYSBERK),Adet,20,35
30.10.2025,Perşembe,MARUL (KIVIRCIK),Adet,15,30
30.10.2025,Perşembe,MARUL (MOR),Adet,20,40
30.10.2025,Perşembe,MARUL (MUHTELİF),Adet,15,30
30.10.2025,Perşembe,MAYDONOZ,Bağ,5,10
30.10.2025,Perşembe,MISIR (TAZE),Adet,10,20
30.10.2025,Perşembe,NANE (BAĞ),Bağ,5,12
30.10.2025,Perşembe,PANCAR (KIRMIZI),Kg,15,33
30.10.2025,Perşembe,PATATES,Kg,12,17
30.10.2025,Perşembe,PATATES (İKİNCİ),Kg,5,10
30.10.2025,Perşembe,PATLICAN (KEMER),Kg,25,45
30.10.2025,Perşembe,PATLICAN (TOPAK),Kg,30,50
30.10.2025,Perşembe,PAZI,Bağ,8,12
30.10.2025,Perşembe,PIRASA,Kg,25,40
30.10.2025,Perşembe,ROKA (BAĞ),Bağ,5,12
30.10.2025,Perşembe,SALATALIK (MUHTELİF),Kg,7,20
30.10.2025,Perşembe,SALATALIK (SİLOR),Kg,10,20
30.10.2025,Perşembe,SARIMSAK (KURU),Kg,100,170
30.10.2025,Perşembe,SEMİZ OTU (BAĞ),Bağ,7,15
30.10.2025,Perşembe,SOGAN (KIRMIZI),Kg,20,50
30.10.2025,Perşembe,SOGAN (KURU),Kg,7,14
30.10.2025,Perşembe,SOGAN (YEŞİL),Kg,20,40
30.10.2025,Perşembe,TERE,Bağ,7,14
30.10.2025,Perşembe,TURP (MUHTELİF),Kg,13,30
03.11.2025,Pazartesi,BAMYA,Kg,50,200
03.11.2025,Pazartesi,BARBUNYA,Kg,70,120
03.11.2025,Pazartesi,BİBER (CİN),Kg,30,80
03.11.2025,Pazartesi,BİBER (ÇARLİ),Kg,25,60
03.11.2025,Pazartesi,BİBER (DOLMA),Kg,25,45
03.11.2025,Pazartesi,BİBER (JALAPENO),Kg,20,40
03.11.2025,Pazartesi,BİBER (KAPYA),Kg,25,95
03.11.2025,Pazartesi,BİBER (KIL),Kg,40,70
03.11.2025,Pazartesi,BİBER (KÖY),Kg,20,40
03.11.2025,Pazartesi,BİBER (SİVRİ),Kg,20,50
03.11.2025,Pazartesi,BİBER (ŞİLİ),Kg,40,100
03.11.2025,Pazartesi,BROKOLİ,Kg,30,60
03.11.2025,Pazartesi,DERE OTU,Bağ,7,14
03.11.2025,Pazartesi,DOMATES (ÇERİ),Kg,25,65
03.11.2025,Pazartesi,DOMATES (İKİNCİ),Kg,15,25
03.11.2025,Pazartesi,DOMATES (KÖY),Kg,30,55
03.11.2025,Pazartesi,DOMATES (MUHTELİF),Kg,15,40
03.11.2025,Pazartesi,DOMATES (SALKIM ÇERİ),Kg,50,85
03.11.2025,Pazartesi,DOMATES (SALKIM KUTU),Kg,40,70
03.11.2025,Pazartesi,DOMATES (SALKIM),Kg,20,40
03.11.2025,Pazartesi,EKŞİ OT (BAĞ),Bağ,5,14
03.11.2025,Pazartesi,FASULYE (MUHTELİF),Kg,50,90
03.11.2025,Pazartesi,FESLEĞEN (REYHAN),Bağ,8,15
03.11.2025,Pazartesi,HAVUÇ,Kg,10,25
03.11.2025,Pazartesi,SİL HAVUÇ,Kg,8,15
03.11.2025,Pazartesi,HIRTLAK,Kg,60,120
03.11.2025,Pazartesi,ISPANAK,Kg,20,40
03.11.2025,Pazartesi,KABAK (BAL),Kg,15,40
03.11.2025,Pazartesi,KABAK (BEYAZ),Kg,20,40
03.11.2025,Pazartesi,KABAK (KARA),Kg,20,40
03.11.2025,Pazartesi,KARNABAHAR,Kg,15,30
03.11.2025,Pazartesi,KEREVİZ,Kg,35,60
03.11.2025,Pazartesi,LAHANA (BEYAZ),Kg,10,20
03.11.2025,Pazartesi,LAHANA (MOR),Kg,10,25
03.11.2025,Pazartesi,MANTAR (KÜLTÜR),Kg,100,135
03.11.2025,Pazartesi,MARUL (AYSBERK),Adet,20,30
03.11.2025,Pazartesi,MARUL (KIVIRCIK),Adet,15,25
03.11.2025,Pazartesi,MARUL (MOR),Adet,20,35
03.11.2025,Pazartesi,MARUL (MUHTELİF),Adet,15,25
03.11.2025,Pazartesi,MAYDONOZ,Bağ,5,10
03.11.2025,Pazartesi,MISIR (TAZE),Adet,10,20
03.11.2025,Pazartesi,NANE (BAĞ),Bağ,5,12
03.11.2025,Pazartesi,PANCAR (KIRMIZI),Kg,15,33
03.11.2025,Pazartesi,PATATES,Kg,12,17
03.11.2025,Pazartesi,PATATES (İKİNCİ),Kg,5,10
03.11.2025,Pazartesi,PATLICAN (KEMER),Kg,25,45
03.11.2025,Pazartesi,PATLICAN (TOPAK),Kg,30,50
03.11.2025,Pazartesi,PAZI,Bağ,8,12
03.11.2025,Pazartesi,PIRASA,Kg,25,40
03.11.2025,Pazartesi,ROKA (BAĞ),Bağ,5,12
03.11.2025,Pazartesi,SALATALIK (MUHTELİF),Kg,7,20
03.11.2025,Pazartesi,SALATALIK (SİLOR),Kg,10,20
03.11.2025,Pazartesi,SARIMSAK (KURU),Kg,100,170
03.11.2025,Pazartesi,SEMİZ OTU (BAĞ),Bağ,7,15
03.11.2025,Pazartesi,SOGAN (KIRMIZI),Kg,20,50
03.11.2025,Pazartesi,SOGAN (KURU),Kg,7,14
03.11.2025,Pazartesi,SOGAN (YEŞİL),Kg,20,40
03.11.2025,Pazartesi,TERE,Bağ,7,14
03.11.2025,Pazartesi,TURP (MUHTELİF),Kg,13,30
06.11.2025,Perşembe,BAMYA,Kg,50,200
06.11.2025,Perşembe,BİBER (CİN),Kg,30,80
06.11.2025,Perşembe,BİBER (ÇARLİ),Kg,25,50
06.11.2025,Perşembe,BİBER (DOLMA),Kg,25,45
06.11.2025,Perşembe,BİBER (JALAPENO),Kg,20,40
06.11.2025,Perşembe,BİBER (KAPYA),Kg,40,90
06.11.2025,Perşembe,BİBER (KIL),Kg,30,60
06.11.2025,Perşembe,BİBER (KÖY),Kg,20,40
06.11.2025,Perşembe,BİBER (SİVRİ),Kg,20,50
06.11.2025,Perşembe,BİBER (ŞİLİ),Kg,40,100
06.11.2025,Perşembe,BROKOLİ,Kg,30,50
06.11.2025,Perşembe,DERE OTU,Bağ,7,14
06.11.2025,Perşembe,DOMATES (ÇERİ),Kg,25,65
06.11.2025,Perşembe,DOMATES (İKİNCİ),Kg,15,25
06.11.2025,Perşembe,DOMATES (KÖY),Kg,30,55
06.11.2025,Perşembe,DOMATES (MUHTELİF),Kg,15,40
06.11.2025,Perşembe,DOMATES (SALKIM ÇERİ),Kg,50,85
06.11.2025,Perşembe,DOMATES (SALKIM KUTU),Kg,40,70
06.11.2025,Perşembe,DOMATES (SALKIM),Kg,20,40
06.11.2025,Perşembe,EKŞİ OT (BAĞ),Bağ,5,14
06.11.2025,Perşembe,FASULYE (MUHTELİF),Kg,50,90
06.11.2025,Perşembe,FESLEĞEN (REYHAN),Bağ,8,15
06.11.2025,Perşembe,HAVUÇ,Kg,10,25
06.11.2025,Perşembe,SİL HAVUÇ,Kg,8,15
06.11.2025,Perşembe,HIRTLAK,Kg,60,120
06.11.2025,Perşembe,ISPANAK,Kg,20,40
06.11.2025,Perşembe,KABAK (BAL),Kg,15,40
06.11.2025,Perşembe,KABAK (BEYAZ),Kg,20,40
06.11.2025,Perşembe,KABAK (KARA),Kg,20,40
06.11.2025,Perşembe,KARNABAHAR,Kg,15,30
06.11.2025,Perşembe,KEREVİZ,Kg,35,60
06.11.2025,Perşembe,LAHANA (BEYAZ),Kg,10,20
06.11.2025,Perşembe,LAHANA (MOR),Kg,10,25
06.11.2025,Perşembe,MANTAR (KÜLTÜR),Kg,100,135
06.11.2025,Perşembe,MARUL (AYSBERK),Adet,20,30
06.11.2025,Perşembe,MARUL (KIVIRCIK),Adet,15,25
06.11.2025,Perşembe,MARUL (MOR),Adet,20,35
06.11.2025,Perşembe,MARUL (MUHTELİF),Adet,15,25
06.11.2025,Perşembe,MAYDONOZ,Bağ,5,10
06.11.2025,Perşembe,MISIR (TAZE),Adet,10,20
06.11.2025,Perşembe,NANE (BAĞ),Bağ,5,12
06.11.2025,Perşembe,PANCAR (KIRMIZI),Kg,15,33
06.11.2025,Perşembe,PATATES,Kg,12,17
06.11.2025,Perşembe,PATATES (İKİNCİ),Kg,5,10
06.11.2025,Perşembe,PATLICAN (KEMER),Kg,20,40
06.11.2025,Perşembe,PATLICAN (TOPAK),Kg,30,50
06.11.2025,Perşembe,PAZI,Bağ,8,12
06.11.2025,Perşembe,PIRASA,Kg,25,40
06.11.2025,Perşembe,ROKA (BAĞ),Bağ,5,12
06.11.2025,Perşembe,SALATALIK (MUHTELİF),Kg,7,20
06.11.2025,Perşembe,SALATALIK (SİLOR),Kg,15,30
06.11.2025,Perşembe,SARIMSAK (KURU),Kg,100,170
06.11.2025,Perşembe,SEMİZ OTU (BAĞ),Bağ,7,15
06.11.2025,Perşembe,SOGAN (KIRMIZI),Kg,20,50
06.11.2025,Perşembe,SOGAN (KURU),Kg,7,14
06.11.2025,Perşembe,SOGAN (YEŞİL),Kg,20,40
06.11.2025,Perşembe,TERE,Bağ,7,14
06.11.2025,Perşembe,TURP (MUHTELİF),Kg,13,30
10.11.2025,Pazartesi,BAMYA,Kg,50,200
10.11.2025,Pazartesi,BİBER (CİN),Kg,30,60
10.11.2025,Pazartesi,BİBER (ÇARLİ),Kg,25,45
10.11.2025,Pazartesi,BİBER (DOLMA),Kg,25,45
10.11.2025,Pazartesi,BİBER (JALAPENO),Kg,20,40
10.11.2025,Pazartesi,BİBER (KAPYA),Kg,40,85
10.11.2025,Pazartesi,BİBER (KIL),Kg,30,60
10.11.2025,Pazartesi,BİBER (KÖY),Kg,20,40
10.11.2025,Pazartesi,BİBER (SİVRİ),Kg,20,40
10.11.2025,Pazartesi,BİBER (ŞİLİ),Kg,40,100
10.11.2025,Pazartesi,BROKOLİ,Kg,30,50
10.11.2025,Pazartesi,DERE OTU,Bağ,7,14
10.11.2025,Pazartesi,DOMATES (ÇERİ),Kg,25,60
10.11.2025,Pazartesi,DOMATES (İKİNCİ),Kg,10,20
10.11.2025,Pazartesi,DOMATES (KÖY),Kg,25,50
10.11.2025,Pazartesi,DOMATES (MUHTELİF),Kg,15,40
10.11.2025,Pazartesi,DOMATES (SALKIM ÇERİ),Kg,50,85
10.11.2025,Pazartesi,DOMATES (SALKIM KUTU),Kg,40,70
10.11.2025,Pazartesi,DOMATES (SALKIM),Kg,20,40
10.11.2025,Pazartesi,EKŞİ OT (BAĞ),Bağ,5,14
10.11.2025,Pazartesi,FASULYE (MUHTELİF),Kg,35,70
10.11.2025,Pazartesi,FESLEĞEN (REYHAN),Bağ,8,15
10.11.2025,Pazartesi,HAVUÇ,Kg,10,25
10.11.2025,Pazartesi,SİL HAVUÇ,Kg,8,15
10.11.2025,Pazartesi,HIRTLAK,Kg,60,120
10.11.2025,Pazartesi,ISPANAK,Kg,15,35
10.11.2025,Pazartesi,KABAK (BAL),Kg,15,40
10.11.2025,Pazartesi,KABAK (BEYAZ),Kg,15,35
10.11.2025,Pazartesi,KABAK (KARA),Kg,15,35
10.11.2025,Pazartesi,KARNABAHAR,Kg,15,30
10.11.2025,Pazartesi,KEREVİZ,Kg,35,60
10.11.2025,Pazartesi,LAHANA (BEYAZ),Kg,10,20
10.11.2025,Pazartesi,LAHANA (MOR),Kg,10,25
10.11.2025,Pazartesi,MANTAR (KÜLTÜR),Kg,100,135
10.11.2025,Pazartesi,MARUL (AYSBERK),Adet,20,30
10.11.2025,Pazartesi,MARUL (KIVIRCIK),Adet,15,25
10.11.2025,Pazartesi,MARUL (MOR),Adet,20,35
10.11.2025,Pazartesi,MARUL (MUHTELİF),Adet,15,25
10.11.2025,Pazartesi,MAYDONOZ,Bağ,5,10
